,the_geom,segmentid,Shape_Le_1,boro,street,fromstreet,tostreet,onoffst,facilitycl,allclasses,bikedir,lanecount,ft_facilit,tf_facilit
7911,"MULTILINESTRING ((-73.92412801629293 40.843908833269914, -73.92428972380387 40.84403111930598, -73.92446352511566 40.84414451436157, -73.9246481051316 40.844248020677824, -73.92484194696262 40.84434079975678, -73.92504342677191 40.844422190435914))",119865,316.56126309,2,BOSCOBEL PLACE,UNIVERSITY AVE,UNDERCLIFF AVE,ON,III,III,R,1,Sharrows,
7921,"MULTILINESTRING ((-73.98853855783051 40.58272107426032, -73.98874850038118 40.58282032282415))",120651,68.6158924577,3,BAY 53 ST,CROPSEY AV,W 22 ST,ON,II,II,R,1,Standard,
7926,"MULTILINESTRING ((-74.03996649280911 40.61915084229688, -74.03813109400487 40.61980248720239))",126719,562.130489665,3,OLIVER ST,SHORE RD,MARINE AV,ON,II,II,R,1,Standard,
7949,"MULTILINESTRING ((-73.88808032208496 40.87627274575065, -73.88894626136023 40.87665909027189))",121111,277.77829545,2,WEST 205 STREET,JEROME AVE,PAUL AVE,ON,II,II,2,2,Standard,Standard
7973,"MULTILINESTRING ((-73.93386319744678 40.817154738128174, -73.933863185471 40.817727355087236))",121848,208.624967817,1,W 142 ST,5 AV,HARLEM RIVER DR GREENWAY,OFF,I,I,2,2,Greenway,Greenway
7995,"MULTILINESTRING ((-73.83446982871511 40.74870732319471, -73.83425610091028 40.74877421083167))",122305,64.0373997005,4,BOTANICAL GRDN BR,PERIMETER RD,COLLEGE PT BLVD,OFF,I,I,2,2,Greenway,Greenway
8008,"MULTILINESTRING ((-73.9669449340032 40.65883503290451, -73.96705662666757 40.65872789445756, -73.96718117009067 40.65862818432835, -73.96731723096616 40.65853719613908, -73.96746315684574 40.6584560163054, -73.96827989838235 40.65830136186377))",122627,433.863327527,3,HILL DR,W LAKE DR,E LAKE DR,OFF,I,I,2,2,Greenway,Greenway
8009,"MULTILINESTRING ((-73.76511018383165 40.73455773821022, -73.7655182842287 40.73441492576412, -73.76613580834318 40.734169546804324))",122640,317.577024493,4,CUNNINGHAM PARK GREENWAY,HOLLIS HILLS TER,HOR HARDING EXWY SR S,OFF,I,I,2,2,Greenway,Greenway
8010,"MULTILINESTRING ((-73.74836178293249 40.73798127737046, -73.75252809349469 40.73724105335178))",122644,1185.66462333,4,VANDERBILT MOTOR PARKWAY,WINCHESTER BLVD,HOLLIS HILLS TER,OFF,I,I,2,2,Greenway,Greenway
8011,"MULTILINESTRING ((-74.1184062091518 40.6237614007348, -74.11811317476898 40.62342008054628, -74.11793798500786 40.6232841646695, -74.1177751231337 40.62319671093959, -74.11759019729227 40.62312180579543))",122674,331.448984259,5,CLOVE LAKES PARK PATH,CLOVE LAKES PARK,CLOVE LAKES PARK,OFF,I,I,2,2,Sidewalk,Sidewalk
8248,"MULTILINESTRING ((-73.99426516494997 40.71159305416792, -73.99334903833694 40.71167740885348))",127268,255.832683018,1,MONROE ST,CATHERINE ST,MARKET ST,ON,II,II,R,1,Standard,
8323,"MULTILINESTRING ((-73.81621211101687 40.58752085665515, -73.8169957508587 40.58859760566251))",129048,448.622139333,4,BEACH 92 ST,BEACH CHANNEL DR,ROCKAWAY FWY,ON,II,II,L,1,,Standard
8324,"MULTILINESTRING ((-73.83151703999015 40.66037467379286, -73.83082190982952 40.66047253942377))",129064,196.128878816,4,159 AV,103 ST,102 ST,ON,III,III,L,1,,Sharrows
8532,"MULTILINESTRING ((-73.86826138296969 40.73248646329268, -73.86793751086758 40.7323180212789))",130893,108.733403144,4,QUEENS BLVD,ELIOT AVE,YELLOWSTONE BLVD,ON,I,I,R,1,Protected Path,
8544,"MULTILINESTRING ((-74.00819934908847 40.74541655825549, -74.00830927966007 40.745453876373986))",133630,33.3574666005,1,W 18 ST,11 AV,10 AV,ON,II,II,L,1,,Standard
8553,"MULTILINESTRING ((-73.8640781532554 40.765749037352855, -73.86367853212539 40.76599077312669))",131215,141.459315763,4,27 AV PED OVPS,DITMARS BL,FLUSHING BAY PROMENADE,OFF,L,L,2,0,,
8556,"MULTILINESTRING ((-73.8466362049747 40.826584880150854, -73.84620128442702 40.826644472108704))",131310,122.3085734,2,QUIMBY AV,HAVEMEYER AV,ZEREGA AV,ON,III,III,R,1,Signed Route,
8572,"MULTILINESTRING ((-73.94075728975358 40.57827397439975, -73.94061123629552 40.57828986528861))",133645,40.9827469027,3,ORIENTAL BLVD,WEST END AV,OXFORD ST,ON,II,II,L,1,,Standard
8575,"MULTILINESTRING ((-73.84285880219662 40.888306874392335, -73.84298423531308 40.88865318324607))",131430,130.854108388,2,EDSON AVE,E 233 ST,GRENADA PL,ON,III,III,L,1,,Sharrows
8603,"MULTILINESTRING ((-73.82584441018807 40.74934839122241, -73.82587923652643 40.749093896420554))",131694,93.2214119376,4,MAIN ST,PECK AV,56 AV,ON,III,III,L,1,,Signed Route
8633,"MULTILINESTRING ((-73.83570351454829 40.711464633963104, -73.83539956126593 40.71119223602165))",132398,130.191826828,4,PARK LA,FOREST PARK DR,82 AV,ON,II,II,2,2,Standard,Standard
8643,"MULTILINESTRING ((-73.93513822149305 40.79175283440622, -73.9351075155035 40.79172919879286, -73.93487266698095 40.79189868551731))",132853,101.777881899,1,EAST 111 ST PED OVPS,FDR DR,FDR DR GREENWAY,OFF,L,L,2,0,,
8650,"MULTILINESTRING ((-73.89087300958326 40.565269828673024, -73.89102357730593 40.56522644920722))",133008,44.7196856275,4,STATE RD,BEACH 193 ST,BEACH 169 ST,ON,II,II,L,1,,Curbside
8658,"MULTILINESTRING ((-73.79792333040773 40.5911669137079, -73.79799697929779 40.59191040801173))",133270,271.645004235,4,BEACH 69 ST,ROCKAWAY FRWY,BEACH CHANNEL DR,ON,III,III,R,1,Sharrows,
8665,"MULTILINESTRING ((-73.8007389363663 40.58787713656715, -73.80079306108495 40.58822381661783))",133383,127.195755948,4,BEACH 73 ST,SHORE FRONT PKWY,ROCKAWAY BEACH BLVD,ON,II,II,R,1,Standard,
8668,"MULTILINESTRING ((-73.94636972308798 40.77142685674931, -73.94641756601457 40.771461753699896))",133449,18.3645512948,1,FDR DR GREENWAY,E 125 ST,E 60 ST,OFF,I,I,2,2,Greenway,Greenway
8673,"MULTILINESTRING ((-73.87920220418266 40.64565563030602, -73.87890354010945 40.64538370081288))",133485,129.168399669,3,PENNSYLVANIA AVENUE,FLATLANDS AVE,SEAVIEW AVE,ON,III,III,2,2,Bike-Friendly Parking,Bike-Friendly Parking
8677,"MULTILINESTRING ((-73.96900396718837 40.580031390228484, -73.970410784215 40.57978071577145))",133493,401.315795309,3,NEPTUNE AVE,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Sharrows
8680,"MULTILINESTRING ((-73.94283557178909 40.751908248799026, -73.94263755684032 40.75182397736988))",133502,62.8698228788,4,QUEENSBORO BR,QUEENS PLZ N,1 AV,ON,I,I,2,2,Protected Path,Protected Path
8685,"MULTILINESTRING ((-74.03667838218887 40.639058467707756, -74.03650777911191 40.63901179138104))",133804,50.3094359954,3,SHORE PKWY GREENWAY W,BAY PKWY,SHORE RD,OFF,I,I,2,2,Greenway,Greenway
8693,"MULTILINESTRING ((-73.93713302694566 40.82414198795267, -73.93666841912322 40.82475815913352))",133983,258.711859906,1,ADAM C POWELL BLVD,W 133 ST,W 150 ST,ON,III,III,R,1,Bike-Friendly Parking,
8717,"MULTILINESTRING ((-73.92275477793014 40.84284853767358, -73.92281131591604 40.8430418024363, -73.92284824861106 40.84323931428582, -73.9228648545666 40.843439315896305, -73.92286081553137 40.84364000607748, -73.92283615717515 40.84383953883383, -73.92280371539357 40.84398169686345))",134085,416.53589312,2,E L GRANT HWY,JEROME AV,WASHINGTON BR,ON,I,I,R,1,Protected Path,
8720,"MULTILINESTRING ((-74.16578641195281 40.59070780365178, -74.16588474112558 40.59077882210374))",134391,37.619967719,5,NOME AVE,FRESHKILLS GWY,STEINWAY AVE,ON,II,II,2,2,Standard,Standard
8728,"MULTILINESTRING ((-73.91280192300036 40.8618039345236, -73.9128649257942 40.8618149951163))",134467,17.8869209919,2,UNIVERSITY HEIGHTS BR,BRONX BOROUGH BOUNDARY,CEDAR AV,OFF,L,L,2,0,,
8737,"MULTILINESTRING ((-73.79374116126598 40.77860905559662, -73.7935779586103 40.777817381810884))",134746,291.953580663,4,UTOPIA PKWY,CROSS IS PKWY SR S,25 AV,ON,II,II,R,1,Standard,
8738,"MULTILINESTRING ((-73.82966892681505 40.58145778910714, -73.82986795183082 40.581839618659366))",134785,149.692691276,4,BEACH 108 ST,ROCKAWAY BEACH BLVD,SHORE FRONT PKWY,ON,II,II,L,1,,Standard
8741,"MULTILINESTRING ((-73.73363300500047 40.68550653703965, -73.73357435677032 40.685487976670096))",135022,17.6151763883,4,121 AV,FRANCIS LEWIS BLVD,233 ST,ON,II,II,R,1,Standard,
8743,"MULTILINESTRING ((-73.92740407559933 40.776415227652464, -73.92662465586285 40.77598968674864))",135104,265.776953163,4,ASTORIA PARK S,SHORE BLVD,29 ST,ON,II,II,R,1,Standard,
8754,"MULTILINESTRING ((-73.82379811766793 40.6172985022088, -73.82200909120304 40.61518662651792, -73.8220090806013 40.61518661389419))",135281,915.806346651,4,CROSS BAY BL,CROSS BAY BL,E 1 RD,ON,I,I,R,1,Protected Path,
8755,"MULTILINESTRING ((-74.06173882920629 40.596411230427684, -74.06174632340506 40.59632638814691, -74.0617761340961 40.59624184004815, -74.06182782881365 40.59616269231116, -74.06189835202989 40.596093584244954, -74.06198263874911 40.596037886502536))",135432,157.965065335,5,FR CAPODANNO BLVD,DRURY AV,LILY POND AV,ON,III,III,L,1,,Sharrows
8756,"MULTILINESTRING ((-73.95655038741161 40.710508705733865, -73.95662379192889 40.71038448091229))",135558,49.6236448004,3,MARCY AV,S 2 ST,BORINQUEN PL,ON,II,II,R,1,Curbside,
8768,"MULTILINESTRING ((-73.97234612107678 40.74161043771315, -73.97240504253044 40.74184598847554))",136807,87.3580366776,1,FRANKLIN D ROOSEVELT DR,WATERSIDE PLAZA,FRANKLIN D ROOSEVELT DR,ON,I,I,2,2,Protected Path,Protected Path
8772,"MULTILINESTRING ((-73.87911254450118 40.655050715084734, -73.87769694855058 40.65474536850533))",136853,408.233188276,3,VANDALIA AV,GATEWAY DR,SCHENCK AV,ON,II,II,L,1,,Curbside
8786,"MULTILINESTRING ((-73.78085883894201 40.74302459382607, -73.78063298055629 40.74282367437814))",138086,96.3090354539,4,UNDERHILL AV PED OVPS,HOR HARDING EXWY SR S,UNDERHILL AV,OFF,I,I,2,2,Greenway,Greenway
8787,"MULTILINESTRING ((-73.99486528779308 40.594010156940605, -73.9946039231311 40.59378324023308))",138101,110.015528447,3,CROPSEY AVE,23 AVE,26 AVE,ON,III,III,R,1,Bike-Friendly Parking,
8807,"MULTILINESTRING ((-73.98927648016964 40.73632375199441, -73.98907932805653 40.736591317529054))",139521,111.749754801,1,UNION SQ E,E 17 ST,E 15 ST,ON,I,I,2,2,Protected Path,Protected Path
8811,"MULTILINESTRING ((-74.07516552123646 40.6423746303679, -74.07522158172057 40.64244767980241))",139589,30.8277246706,5,RICHMOND TR,BAY ST,OLD VIADUCT,ON,I,I,2,2,Protected Path,Protected Path
8837,"MULTILINESTRING ((-73.92583229396658 40.79003393888431, -73.92573340122608 40.79012704282646, -73.92552108556588 40.79034385178977))",140508,142.063172288,1,CENTRAL RD,WARDS ISLAND GREENWAY,RANDALLS ISLAND GREENWAY,ON,II,II,2,2,Curbside,Curbside
8860,"MULTILINESTRING ((-73.92358291610411 40.800091977972585, -73.92359484489668 40.80003981814297))",141707,19.2885012711,1,BX SHORE RD,HARLEM RIVER PATHWAY,ROBERT F KENNEDY BR,OFF,I,I,2,2,Greenway,Greenway
8874,"MULTILINESTRING ((-73.86578143655045 40.65170602194098, -73.86574155685167 40.65165246659137))",142481,22.4312300101,3,ERSKINE ST,SEAVIEW AV,SHORE PKWY GREENWAY,ON,II,II,2,2,Curbside,Curbside
8880,"MULTILINESTRING ((-73.8859229591089 40.630501257394414, -73.88588328616956 40.630462999946815))",142805,17.7633963712,3,ROCKAWAY PARKWAY,SHORE PARKWAY,CANARSIE PIER,ON,I,I,2,2,Protected Path,Protected Path
8894,"MULTILINESTRING ((-73.7591785127114 40.663698392228994, -73.75927812511311 40.66357638941956))",144580,52.3397443055,4,SPRINGFIELD BLVD,174 AV,SOUTH CONDUIT AV,ON,I,I,2,2,Protected Path,Protected Path
9000,"MULTILINESTRING ((-73.98905083907297 40.6943400185209, -73.98911571448103 40.69285182456987))",145095,542.491259093,3,ADAMS ST,FULTON ST,SANDS ST,ON,II,II,R,1,Standard,
9002,"MULTILINESTRING ((-73.82259468105518 40.87910251601205, -73.82258771490073 40.879148596825345, -73.82258483049684 40.87919492884558, -73.82258603790318 40.87924130227456, -73.82259133530569 40.879287510897434, -73.82260069598051 40.87933334665974, -73.82261407895949 40.87937860418588, -73.82263142428661 40.87942307987201, -73.82265265419952 40.87946657368821, -73.82267767312213 40.879508891880526, -73.82270637004927 40.87954984247185, -73.82273861377702 40.879589244259655, -73.82277426123133 40.87962691782409, -73.82281315269367 40.87966269632632, -73.82285511182226 40.87969641740459, -73.82289995275173 40.8797279303886, -73.8229474729791 40.87975709448827, -73.82299745811193 40.87978377790009, -73.82304968660448 40.8798078614167, -73.82310392145764 40.879829236613254, -73.82315991970547 40.87984780766281, -73.82321743122917 40.879863491334774, -73.8232761975703 40.87987621699307))",145114,371.78284557,2,CO-OP CITY BOULEVARD,DREISER LOOP,BARTOW AVE,ON,II,II,L,1,,Standard
9033,"MULTILINESTRING ((-73.9887873120138 40.722893789234874, -73.98868690079064 40.722857317787785))",145260,30.8417459548,1,E HOUSTON ST,CHRUSTIE ST,NORFOLK ST,ON,II,II,R,1,Standard,
9043,"MULTILINESTRING ((-73.87267562320318 40.809984266392675, -73.87184962007038 40.808529838090045))",145349,577.129996644,2,FOOD CENTER DR,HALLECK ST,FARRAGUT ST,OFF,I,I,2,2,Greenway,Greenway
9048,"MULTILINESTRING ((-74.07997782266311 40.580303007753685, -74.0790454338416 40.57981770308142))",145487,313.594616409,5,SEAVIEW AV,MASON AV,OCEANSIDE AV,ON,II,II,R,1,Standard,
9058,"MULTILINESTRING ((-73.82365771963632 40.86906772878499, -73.82362081259835 40.86914060400108))",145658,28.4458742846,2,BARTOW AVE,BARTOW AVE,BARTOW AVE,ON,II,II,R,1,Standard,
9073,"MULTILINESTRING ((-73.90231957163057 40.562170852501474, -73.90237457830044 40.562157786709705))",145858,16.0079604038,4,ROCKAWAY BREEZY BLVD,BEACH 201 ST,BEACH 193 ST,ON,II,II,R,1,Curbside,
9294,"MULTILINESTRING ((-73.7363459580905 40.72849097673386, -73.7354949445393 40.728303265420614))",147611,245.583710703,4,BRADDOCK AV,222 ST,WINCHESTER BLVD,ON,III,III,R,1,Signed Route,
9295,"MULTILINESTRING ((-73.89818940926745 40.88943205333316, -73.89827216866053 40.88945794322969))",147672,24.750354739,2,W 242 ST,MANHATTAN COLLEGE PKWY,VAN CORTLANDT PARK GREENWAY,ON,III,III,2,2,Sharrows,Sharrows
9341,"MULTILINESTRING ((-73.82817402061086 40.58036034294103, -73.82813825471894 40.580296479095175))",147828,25.2995333746,4,SHORE FRONT PKWY CONNECTOR,SHORE FRONT PKWY,SHORE FRONT PKWY,ON,I,I,L,1,,Protected Path
9358,"MULTILINESTRING ((-73.98867499913402 40.69627960171185, -73.98856096733397 40.69627801453761))",147975,31.6258836976,3,TILLARY ST,BROOKLYN BRIDGE PED & BIKE PATH,JAY ST,OFF,I,I,2,2,Protected Path,Protected Path
9403,"MULTILINESTRING ((-73.88861439374126 40.6995395068208, -73.88866879347589 40.69939325402753))",148475,55.3781623246,4,65 PL,COOPER AV,CYPRESS HILLS ST,ON,II,II,R,1,Standard,
9589,"MULTILINESTRING ((-73.81530239638862 40.583870945869776, -73.815413992283 40.58389199038846))",149738,31.9314269379,4,CROSS BAY PKWY,SHORE FRONT PKWY,ROCKAWAY BEACH BL,ON,I,I,R,1,Protected Path,
9604,"MULTILINESTRING ((-73.83747861413168 40.64910350049961, -73.8366511212851 40.645878287929335))",150553,1197.26056767,4,CROSS BAY BLVD,CHANNEL BR,165 AV,ON,II,II,R,1,Curbside,
9680,"MULTILINESTRING ((-73.87037848981882 40.733723842035545, -73.87043516417783 40.73358730760075))",150129,52.1646089014,4,WOODHAVEN BLVD,QUEENS BLVD S,QUEENS BLVD N,ON,I,I,2,2,Protected Path,Protected Path
9701,"MULTILINESTRING ((-73.91139189631913 40.673089666825646, -73.91122305904796 40.673161604928595))",150323,53.6689881979,3,ST MARKS AV,EASTERN PKWY,E NEW YORK AV,ON,II,II,R,1,Standard,
9749,"MULTILINESTRING ((-73.88366271122996 40.6376319927469, -73.88150947724073 40.63899299964451))",150629,776.529552384,3,SEAVIEW AVE,EAST 108 ST,E 102 ST,ON,I,I,2,2,Protected Path,Protected Path
9855,"MULTILINESTRING ((-73.99595291393533 40.709289657803055, -73.99606134394408 40.70920456867705))",151602,43.1824103044,1,CATHERINE SLIP,SOUTH ST,WATER ST,ON,III,III,L,1,,Sharrows
9875,"MULTILINESTRING ((-74.0041929658439 40.711670931984436, -74.00407604773487 40.711739276842344))",151863,40.8735532381,1,PARK ROW,FRANKFORT ST,PEARL ST,ON,I,I,2,2,Protected Path,Protected Path
9876,"MULTILINESTRING ((-73.9997191922237 40.580823358463924, -73.99995853134982 40.58095370062997, -74.00006432322056 40.581005319549945, -74.00015137098285 40.581029128419516, -74.00030564764428 40.581071318557655, -74.0005218028181 40.581105122545615))",151897,249.09794501,3,BAYVIEW AVE,NEPTUNE AVE,W 33 ST,ON,III,III,R,1,Bike-Friendly Parking,
9908,"MULTILINESTRING ((-73.9129117722433 40.74243255243813, -73.91294973694868 40.742306983771684))",152057,46.9426719273,4,52 ST,43 AV,QUEENS BL,ON,II,II,R,1,Standard,
9921,"MULTILINESTRING ((-73.98467780272088 40.7217306057987, -73.98464329696068 40.72179822046139))",152187,26.4257789557,1,SUFFOLK ST,GRAND ST,E HOUSTON ST,ON,II,II,L,1,,Standard
9929,"MULTILINESTRING ((-74.02113882536756 40.63814525547109, -74.02126964440019 40.63802197824831))",152321,57.7530771227,3,4 AVENUE,65 ST,64 ST,ON,III,III,2,2,Signed Route,Signed Route
9995,"MULTILINESTRING ((-73.71495945689531 40.74981282015305, -73.71368290438653 40.75099781401223))",152959,558.115450172,4,74 AVE,263 ST,260 ST,ON,II,II,R,1,Standard,
10169,"MULTILINESTRING ((-73.8364073550427 40.645317413043024, -73.83576702932385 40.64409096519825, -73.83575023671418 40.644059369895025))",155558,493.284471001,4,N CHANNEL BR,CROSS BAY BR,165 AV,ON,II,II,R,1,Curbside,
10539,"MULTILINESTRING ((-73.8775622970772 40.64398176660578, -73.87745597219106 40.64386994397115, -73.87732097646436 40.6437529676017, -73.87722800827648 40.643694252702815))",157830,140.560697663,3,PENNSYLVANIA AVE,SEAVIEW AVE,BELT PKWY WB,ON,I,I,2,2,Protected Path,Protected Path
10803,"MULTILINESTRING ((-74.18657676470036 40.6301691191598, -74.18667232100236 40.630070306518796))",159765,44.7159159549,5,WESTERN AV,GOETHALS RD N,GULF AV,OFF,I,I,2,2,Sidewalk,Sidewalk
10808,"MULTILINESTRING ((-74.17855170915611 40.62466107616424, -74.17792843687874 40.62494702161344))",159808,201.959458476,5,FOREST AV,GULF AV,GOETHALS RD N,OFF,I,I,2,2,Sidewalk,Sidewalk
10829,"MULTILINESTRING ((-74.06212875626541 40.59681784045768, -74.06354940419718 40.59618322973988))",160693,457.285021731,5,GUILFORD ST,LILY POND AV,OCEAN AV,ON,III,III,R,1,Sharrows,
10876,"MULTILINESTRING ((-73.98829948277023 40.58346674594842, -73.9885239926622 40.58314353461046))",161566,133.247613502,3,W 22 ST,BAY 52 ST,BAY 53 ST,OFF,I,I,L,1,,Sidewalk
10902,"MULTILINESTRING ((-74.00671295175904 40.68361546018689, -74.0064361515697 40.68342935777797))",161897,102.424932045,3,SUMMIT ST,VAN BRUNT ST,IMLAY ST,ON,I,I,2,2,Protected Path,Protected Path
10909,"MULTILINESTRING ((-74.0016160595481 40.67508631433328, -74.00080909824769 40.67487608863171))",161922,236.579914521,3,MILL STREET,CLINTON ST,HAMILTON AVE,ON,III,III,R,1,Sharrows,
10945,"MULTILINESTRING ((-73.98499877258278 40.6789776243123, -73.98271968671187 40.67808792944547))",162244,710.409512084,3,SACKETT ST,5 AV,3 AV,ON,II,II,R,1,Standard,
10964,"MULTILINESTRING ((-73.99621538660138 40.70977275214669, -73.9960759382133 40.70979362402275))",162548,39.4014425095,1,WATER ST,CATHERINE SLIP,MARKET SLIP,ON,II,II,R,1,Standard,
10996,"MULTILINESTRING ((-73.9897483366842 40.70046724561385, -73.98975115100173 40.700401715603235))",162735,23.887282696,3,CADMAN PLZ E,RED CROSS PL,PROSPECT ST,ON,III,III,L,1,,Sharrows
